Город;year;fact;Модель;Нижняя граница;Верхняя граница
Камышлов;2057;NA;25800;25400;26200
Камышлов;2058;NA;25900;25500;26300
Камышлов;2059;NA;25900;25500;26300
Камышлов;2060;NA;26000;25600;26400
Камышлов;2061;NA;26100;25600;26500
Камышлов;2062;NA;26100;25700;26500
Камышлов;2063;NA;26200;25800;26600
Камышлов;2064;NA;26300;25900;26700
Камышлов;2065;NA;26400;26000;26800
Камышлов;2066;NA;26500;26000;26900
Камышлов;2067;NA;26500;26100;27000
Камышлов;2068;NA;26600;26200;27100
Камышлов;2069;NA;26700;26300;27200
Камышлов;2070;NA;26800;26400;27300
Камышлов;2071;NA;26900;26500;27400
Камышлов;2072;NA;27000;26600;27500
Камышлов;2073;NA;27100;26700;27600
Камышлов;2074;NA;27300;26800;27700
Камышлов;2075;NA;27400;26900;27800
Камышлов;2076;NA;27500;27000;27900
Камышлов;2077;NA;27600;27200;28000
Камышлов;2078;NA;27700;27300;28100
Камышлов;2079;NA;27800;27400;28200
Камышлов;2080;NA;27900;27500;28400
Камышлов;2081;NA;28000;27600;28500
Камышлов;2082;NA;28200;27700;28600
Камышлов;2083;NA;28300;27800;28700
Камышлов;2084;NA;28400;28000;28800
Камышлов;2085;NA;28500;28100;28900
Камышлов;2086;NA;28600;28200;29100
Камышлов;2087;NA;28700;28300;29200
Камышлов;2088;NA;28900;28400;29300
Камышлов;2089;NA;29000;28500;29400
Камышлов;2090;NA;29100;28600;29500
Камышлов;2091;NA;29200;28700;29600
Камышлов;2092;NA;29300;28900;29800
Камышлов;2093;NA;29400;29000;29900
Камышлов;2094;NA;29500;29100;30000
Камышлов;2095;NA;29600;29200;30100
Камышлов;2096;NA;29700;29300;30200
Камышлов;2097;NA;29800;29400;30300
Камышлов;2098;NA;29900;29500;30400
Камышлов;2099;NA;30000;29600;30500
Камышлов;2100;NA;30100;29700;30600
Камышлов;2101;NA;30200;29800;30700
Камышлов;2102;NA;30300;29900;30800
Камышлов;2103;NA;30400;30000;30900
Камышлов;2104;NA;30500;30100;31000
Камышлов;2105;NA;30600;30100;31100
Камышлов;2106;NA;30700;30200;31200
Камышлов;2107;NA;30800;30300;31200
Камышлов;2108;NA;30900;30400;31300
Камышлов;2109;NA;30900;30500;31400
Камышлов;2110;NA;31000;30500;31500
Камышлов;2111;NA;31100;30600;31600
Камышлов;2112;NA;31200;30700;31600
Камышлов;2113;NA;31200;30800;31700
Камышлов;2114;NA;31300;30800;31800
Камышлов;2115;NA;31400;30900;31800
Камышлов;2116;NA;31400;31000;31900
Камышлов;2117;NA;31500;31000;32000
Камышлов;2118;NA;31600;31100;32000
Камышлов;2119;NA;31600;31100;32100
Камышлов;2120;NA;31700;31200;32200
Кировград;2000;NA;26400;26000;26700
Кировград;2001;NA;26400;26100;26700
Кировград;2002;NA;26500;26200;26800
Кировград;2003;NA;26500;26200;26900
Кировград;2004;NA;26600;26300;27000
Кировград;2005;NA;26800;26500;27100
Кировград;2006;NA;26900;26600;27200
Кировград;2007;NA;27100;26800;27400
Кировград;2008;27570;27300;27000;27600
Кировград;2009;27570;27400;27100;27700
Кировград;2010;27570;27500;27200;27800
Кировград;2011;27570;27500;27300;27800
Кировград;2012;27422;27500;27200;27700
Кировград;2013;27246;27400;27100;27600
Кировград;2014;27140;27200;26900;27400
Кировград;2015;26953;26900;26700;27200
Кировград;2016;26554;26600;26400;26900
Кировград;2017;26002;26300;26100;26500
Кировград;2018;25377;25900;25700;26100
Кировград;2019;24935;25500;25200;25700
Кировград;2020;24689;25000;24800;25200
Кировград;2021;NA;24500;24300;24800
Кировград;2022;NA;24000;23800;24300
Кировград;2023;NA;23600;23300;23800
Кировград;2024;NA;23100;22800;23300
Кировград;2025;NA;22600;22300;22800
Кировград;2026;NA;22100;21800;22400
Кировград;2027;NA;21600;21400;21900
Кировград;2028;NA;21200;20900;21400
Кировград;2029;NA;20700;20500;21000
Кировград;2030;NA;20300;20000;20600
Кировград;2031;NA;19900;19600;20200
Кировград;2032;NA;19500;19200;19800
Кировград;2033;NA;19100;18800;19400
Кировград;2034;NA;18700;18400;19000
Кировград;2035;NA;18300;18000;18600
Кировград;2036;NA;17900;17600;18200
Кировград;2037;NA;17600;17300;17900
Кировград;2038;NA;17200;16900;17500
Кировград;2039;NA;16900;16600;17200
Кировград;2040;NA;16600;16200;16900
Кировград;2041;NA;16200;15900;16600
Кировград;2042;NA;15900;15600;16300
Кировград;2043;NA;15600;15300;16000
Кировград;2044;NA;15300;15000;15700
Кировград;2045;NA;15000;14700;15400
Кировград;2046;NA;14700;14400;15100
Кировград;2047;NA;14400;14100;14800
Кировград;2048;NA;14200;13800;14500
Кировград;2049;NA;13900;13500;14300
Кировград;2050;NA;13600;13200;14000
Кировград;2051;NA;13300;13000;13700
Кировград;2052;NA;13100;12700;13500
Кировград;2053;NA;12800;12400;13200
Кировград;2054;NA;12500;12200;13000
Кировград;2055;NA;12300;11900;12700
Кировград;2056;NA;12000;11600;12500
Кировград;2057;NA;11800;11400;12200
Кировград;2058;NA;11500;11100;12000
Кировград;2059;NA;11300;10900;11700
Кировград;2060;NA;11100;10600;11500
Кировград;2061;NA;10800;10400;11300
Кировград;2062;NA;10600;10100;11000
Кировград;2063;NA;10300;9900;10800
Кировград;2064;NA;10100;9700;10600
Кировград;2065;NA;9900;9400;10300
Кировград;2066;NA;9700;9200;10100
Кировград;2067;NA;9400;9000;9900
Кировград;2068;NA;9200;8800;9700
Кировград;2069;NA;9000;8500;9500
Кировград;2070;NA;8800;8300;9300
Кировград;2071;NA;8600;8100;9100
Кировград;2072;NA;8400;7900;8900
Кировград;2073;NA;8200;7700;8700
Кировград;2074;NA;8000;7500;8500
Кировград;2075;NA;7800;7300;8300
Кировград;2076;NA;7600;7200;8200
Кировград;2077;NA;7500;7000;8000
Кировград;2078;NA;7300;6800;7800
Кировград;2079;NA;7100;6600;7700
Кировград;2080;NA;7000;6500;7500
Кировград;2081;NA;6800;6300;7400
Кировград;2082;NA;6700;6100;7200
Кировград;2083;NA;6500;6000;7100
Кировград;2084;NA;6400;5800;6900
Кировград;2085;NA;6200;5700;6800
Кировград;2086;NA;6100;5600;6700
Кировград;2087;NA;6000;5400;6500
Кировград;2088;NA;5800;5300;6400
Кировград;2089;NA;5700;5200;6300
Кировград;2090;NA;5600;5100;6200
Кировград;2091;NA;5500;4900;6100
Кировград;2092;NA;5400;4800;6000
Кировград;2093;NA;5300;4700;5900
Кировград;2094;NA;5200;4600;5800
Кировград;2095;NA;5100;4500;5700
Кировград;2096;NA;5000;4400;5600
Кировград;2097;NA;4900;4300;5500
Кировград;2098;NA;4800;4300;5500
Кировград;2099;NA;4700;4200;5400
Кировград;2100;NA;4700;4100;5300
Кировград;2101;NA;4600;4000;5300
Кировград;2102;NA;4500;3900;5200
Кировград;2103;NA;4500;3900;5100
Кировград;2104;NA;4400;3800;5100
Кировград;2105;NA;4300;3700;5000
Кировград;2106;NA;4300;3700;5000
Кировград;2107;NA;4200;3600;4900
Кировград;2108;NA;4200;3600;4800
Кировград;2109;NA;4100;3500;4800
Кировград;2110;NA;4000;3400;4800
Кировград;2111;NA;4000;3400;4700
Кировград;2112;NA;3900;3300;4700
Кировград;2113;NA;3900;3300;4600
Кировград;2114;NA;3900;3200;4600
Кировград;2115;NA;3800;3200;4600
Кировград;2116;NA;3800;3200;4500
Кировград;2117;NA;3700;3100;4500
Кировград;2118;NA;3700;3100;4500
Кировград;2119;NA;3700;3000;4400
Кировград;2120;NA;3600;3000;4400
Красноуфимск;2000;NA;43300;43200;43500
Красноуфимск;2001;NA;43200;43100;43400
Красноуфимск;2002;NA;43100;42900;43200
Красноуфимск;2003;NA;42800;42700;43000
Красноуфимск;2004;NA;42500;42400;42700
Красноуфимск;2005;NA;42200;42100;42400
Красноуфимск;2006;NA;42000;41800;42100
Красноуфимск;2007;NA;41700;41600;41800
Красноуфимск;2008;41335;41400;41300;41500
Красноуфимск;2009;41335;41200;41100;41300
Красноуфимск;2010;40816;40900;40800;41100
Красноуфимск;2011;40298;40700;40600;40800
Красноуфимск;2012;40095;40500;40400;40600
Красноуфимск;2013;39954;40300;40100;40400
Красноуфимск;2014;39886;40000;39900;40100
Красноуфимск;2015;39713;39800;39700;39900
Красноуфимск;2016;39439;39500;39400;39600
Красноуфимск;2017;39131;39200;39100;39300
Красноуфимск;2018;38801;38900;38800;39000
Красноуфимск;2019;38474;38600;38500;38700
Красноуфимск;2020;38152;38300;38200;38400
Красноуфимск;2021;NA;38000;37900;38100
Красноуфимск;2022;NA;37700;37600;37800
Красноуфимск;2023;NA;37400;37300;37500
Красноуфимск;2024;NA;37100;36900;37200
Красноуфимск;2025;NA;36700;36600;36800
Красноуфимск;2026;NA;36400;36300;36500
Красноуфимск;2027;NA;36100;36000;36200
Красноуфимск;2028;NA;35800;35700;35900
Красноуфимск;2029;NA;35500;35400;35700
Красноуфимск;2030;NA;35300;35200;35400
Красноуфимск;2031;NA;35000;34900;35100
Красноуфимск;2032;NA;34700;34600;34900
Красноуфимск;2033;NA;34500;34400;34600
Красноуфимск;2034;NA;34200;34100;34300
Красноуфимск;2035;NA;34000;33900;34100
Красноуфимск;2036;NA;33700;33600;33900
Красноуфимск;2037;NA;33500;33400;33600
Красноуфимск;2038;NA;33300;33100;33400
Красноуфимск;2039;NA;33000;32900;33200
Красноуфимск;2040;NA;32800;32700;33000
Красноуфимск;2041;NA;32600;32500;32700
Красноуфимск;2042;NA;32400;32200;32500
Красноуфимск;2043;NA;32200;32000;32300
Красноуфимск;2044;NA;32000;31800;32100
Красноуфимск;2045;NA;31700;31600;31900
Красноуфимск;2046;NA;31500;31400;31700
Красноуфимск;2047;NA;31300;31200;31500
Красноуфимск;2048;NA;31100;31000;31300
Красноуфимск;2049;NA;30900;30800;31100
Красноуфимск;2050;NA;30700;30500;30900
Красноуфимск;2051;NA;30500;30300;30600
Красноуфимск;2052;NA;30300;30100;30400
Красноуфимск;2053;NA;30100;29900;30200
Красноуфимск;2054;NA;29900;29700;30000
Красноуфимск;2055;NA;29700;29500;29800
Красноуфимск;2056;NA;29500;29300;29600
Красноуфимск;2057;NA;29300;29100;29400
Красноуфимск;2058;NA;29100;28900;29200
Красноуфимск;2059;NA;28900;28700;29000
Красноуфимск;2060;NA;28700;28500;28800
Красноуфимск;2061;NA;28500;28300;28600
Красноуфимск;2062;NA;28300;28100;28400
Красноуфимск;2063;NA;28100;27900;28200
Красноуфимск;2064;NA;27900;27700;28000
Красноуфимск;2065;NA;27700;27500;27800
Красноуфимск;2066;NA;27500;27300;27600
Красноуфимск;2067;NA;27300;27100;27500
Красноуфимск;2068;NA;27100;26900;27300
Красноуфимск;2069;NA;26900;26700;27100
Красноуфимск;2070;NA;26700;26500;26900
Красноуфимск;2071;NA;26500;26300;26700
Красноуфимск;2072;NA;26300;26100;26500
Красноуфимск;2073;NA;26100;25900;26300
Красноуфимск;2074;NA;26000;25800;26100
Красноуфимск;2075;NA;25800;25600;26000
Красноуфимск;2076;NA;25600;25400;25800
Красноуфимск;2077;NA;25400;25200;25600
Красноуфимск;2078;NA;25200;25000;25400
Красноуфимск;2079;NA;25100;24900;25300
Красноуфимск;2080;NA;24900;24700;25100
Красноуфимск;2081;NA;24700;24500;25000
Красноуфимск;2082;NA;24600;24400;24800
Красноуфимск;2083;NA;24400;24200;24600
Красноуфимск;2084;NA;24300;24000;24500
Красноуфимск;2085;NA;24100;23900;24300
Красноуфимск;2086;NA;24000;23700;24200
Красноуфимск;2087;NA;23800;23600;24000
Красноуфимск;2088;NA;23700;23400;23900
Красноуфимск;2089;NA;23500;23300;23700
Красноуфимск;2090;NA;23400;23200;23600
Красноуфимск;2091;NA;23200;23000;23500
Красноуфимск;2092;NA;23100;22900;23300
Красноуфимск;2093;NA;23000;22800;23200
Красноуфимск;2094;NA;22900;22600;23100
Красноуфимск;2095;NA;22700;22500;23000
Красноуфимск;2096;NA;22600;22400;22800
Красноуфимск;2097;NA;22500;22300;22700
Красноуфимск;2098;NA;22400;22100;22600
Красноуфимск;2099;NA;22300;22000;22500
Красноуфимск;2100;NA;22200;21900;22400
Красноуфимск;2101;NA;22000;21800;22300
Красноуфимск;2102;NA;21900;21700;22200
Красноуфимск;2103;NA;21800;21600;22100
Красноуфимск;2104;NA;21700;21500;22000
Красноуфимск;2105;NA;21600;21400;21900
Красноуфимск;2106;NA;21500;21300;21800
Красноуфимск;2107;NA;21500;21200;21700
Красноуфимск;2108;NA;21400;21100;21600
Красноуфимск;2109;NA;21300;21000;21500
Красноуфимск;2110;NA;21200;20900;21500
Красноуфимск;2111;NA;21100;20800;21400
Красноуфимск;2112;NA;21000;20800;21300
Красноуфимск;2113;NA;20900;20700;21200
Красноуфимск;2114;NA;20900;20600;21100
Красноуфимск;2115;NA;20800;20500;21100
Красноуфимск;2116;NA;20700;20500;21000
Красноуфимск;2117;NA;20700;20400;20900
Красноуфимск;2118;NA;20600;20300;20900
Красноуфимск;2119;NA;20500;20300;20800
Красноуфимск;2120;NA;20500;20200;20800
Нижняя Салда;2000;NA;19900;19800;20100
Нижняя Салда;2001;NA;19800;19700;20000
Нижняя Салда;2002;NA;19700;19600;19800
Нижняя Салда;2003;NA;19500;19400;19700
Нижняя Салда;2004;NA;19300;19200;19500
Нижняя Салда;2005;NA;19100;19000;19300
Нижняя Салда;2006;NA;18900;18800;19100
Нижняя Салда;2007;NA;18700;18600;18900
Нижняя Салда;2008;18352;18500;18400;18700
Нижняя Салда;2009;18352;18300;18200;18500
Нижняя Салда;2010;18094;18200;18000;18300
Нижняя Салда;2011;17836;18000;17900;18200
Нижняя Салда;2012;17708;17900;17800;18000
Нижняя Салда;2013;17618;17800;17700;17900
Нижняя Салда;2014;17617;17700;17600;17800
Нижняя Салда;2015;17663;17600;17500;17800
Нижняя Салда;2016;17671;17600;17500;17700
Нижняя Салда;2017;17668;17600;17400;17700
Нижняя Салда;2018;17645;17500;17400;17700
Нижняя Салда;2019;17616;17500;17400;17700
Нижняя Салда;2020;17556;17500;17400;17700
Нижняя Салда;2021;NA;17600;17400;17700
Нижняя Салда;2022;NA;17600;17500;17700
Нижняя Салда;2023;NA;17600;17500;17700
Нижняя Салда;2024;NA;17600;17500;17800
Нижняя Салда;2025;NA;17700;17500;17800
Нижняя Салда;2026;NA;17700;17600;17800
Нижняя Салда;2027;NA;17700;17600;17900
Нижняя Салда;2028;NA;17800;17600;17900
Нижняя Салда;2029;NA;17800;17700;17900
Нижняя Салда;2030;NA;17900;17700;18000
Нижняя Салда;2031;NA;17900;17800;18000
Нижняя Салда;2032;NA;17900;17800;18100
Нижняя Салда;2033;NA;18000;17800;18100
Нижняя Салда;2034;NA;18000;17900;18200
Нижняя Салда;2035;NA;18100;17900;18200
Нижняя Салда;2036;NA;18100;18000;18300
Нижняя Салда;2037;NA;18200;18000;18300
Нижняя Салда;2038;NA;18200;18100;18300
Нижняя Салда;2039;NA;18200;18100;18400
Нижняя Салда;2040;NA;18300;18100;18400
Нижняя Салда;2041;NA;18300;18200;18500
Нижняя Салда;2042;NA;18400;18200;18500
Нижняя Салда;2043;NA;18400;18300;18600
Нижняя Салда;2044;NA;18500;18300;18600
Нижняя Салда;2045;NA;18500;18300;18600
Нижняя Салда;2046;NA;18500;18400;18700
Нижняя Салда;2047;NA;18600;18400;18700
Нижняя Салда;2048;NA;18600;18500;18800
Нижняя Салда;2049;NA;18700;18500;18800
Нижняя Салда;2050;NA;18700;18500;18900
Нижняя Салда;2051;NA;18700;18600;18900
Нижняя Салда;2052;NA;18800;18600;18900
Нижняя Салда;2053;NA;18800;18700;19000
Нижняя Салда;2054;NA;18900;18700;19000
Нижняя Салда;2055;NA;18900;18700;19100
Нижняя Салда;2056;NA;18900;18800;19100
Нижняя Салда;2057;NA;19000;18800;19200
Нижняя Салда;2058;NA;19000;18900;19200
Нижняя Салда;2059;NA;19100;18900;19200
Нижняя Салда;2060;NA;19100;18900;19300
Нижняя Салда;2061;NA;19200;19000;19300
Нижняя Салда;2062;NA;19200;19000;19400
Нижняя Салда;2063;NA;19300;19100;19400
Нижняя Салда;2064;NA;19300;19100;19500
Нижняя Салда;2065;NA;19400;19200;19500
Нижняя Салда;2066;NA;19400;19200;19600
Нижняя Салда;2067;NA;19400;19300;19600
Нижняя Салда;2068;NA;19500;19300;19700
Нижняя Салда;2069;NA;19500;19400;19700
Нижняя Салда;2070;NA;19600;19400;19800
Нижняя Салда;2071;NA;19600;19500;19800
Нижняя Салда;2072;NA;19700;19500;19900
Нижняя Салда;2073;NA;19700;19500;19900
Нижняя Салда;2074;NA;19800;19600;20000
Нижняя Салда;2075;NA;19800;19600;20000
Нижняя Салда;2076;NA;19900;19700;20100
Нижняя Салда;2077;NA;19900;19700;20100
Нижняя Салда;2078;NA;20000;19800;20200
Нижняя Салда;2079;NA;20000;19800;20200
Нижняя Салда;2080;NA;20100;19900;20300
Нижняя Салда;2081;NA;20100;19900;20300
Нижняя Салда;2082;NA;20200;20000;20400
Нижняя Салда;2083;NA;20200;20000;20400
Нижняя Салда;2084;NA;20200;20000;20500
Нижняя Салда;2085;NA;20300;20100;20500
Нижняя Салда;2086;NA;20300;20100;20500
Нижняя Салда;2087;NA;20400;20200;20600
Нижняя Салда;2088;NA;20400;20200;20600
Нижняя Салда;2089;NA;20500;20200;20700
Нижняя Салда;2090;NA;20500;20300;20700
Нижняя Салда;2091;NA;20500;20300;20800
Нижняя Салда;2092;NA;20600;20400;20800
Нижняя Салда;2093;NA;20600;20400;20800
Нижняя Салда;2094;NA;20600;20400;20900
Нижняя Салда;2095;NA;20700;20500;20900
Нижняя Салда;2096;NA;20700;20500;20900
Нижняя Салда;2097;NA;20700;20500;21000
Нижняя Салда;2098;NA;20800;20600;21000
Нижняя Салда;2099;NA;20800;20600;21000
Нижняя Салда;2100;NA;20800;20600;21100
Нижняя Салда;2101;NA;20900;20600;21100
Нижняя Салда;2102;NA;20900;20700;21100
Нижняя Салда;2103;NA;20900;20700;21200
Нижняя Салда;2104;NA;21000;20700;21200
Нижняя Салда;2105;NA;21000;20700;21200
Нижняя Салда;2106;NA;21000;20800;21200
Нижняя Салда;2107;NA;21000;20800;21300
Нижняя Салда;2108;NA;21100;20800;21300
Нижняя Салда;2109;NA;21100;20800;21300
Нижняя Салда;2110;NA;21100;20900;21300
Нижняя Салда;2111;NA;21100;20900;21400
Нижняя Салда;2112;NA;21100;20900;21400
Нижняя Салда;2113;NA;21200;20900;21400
Нижняя Салда;2114;NA;21200;20900;21400
Нижняя Салда;2115;NA;21200;21000;21400
Нижняя Салда;2116;NA;21200;21000;21500
Нижняя Салда;2117;NA;21200;21000;21500
Нижняя Салда;2118;NA;21200;21000;21500
Нижняя Салда;2119;NA;21300;21000;21500
Нижняя Салда;2120;NA;21300;21000;21500
Полевской;2000;NA;71400;71100;71600
Полевской;2001;NA;71500;71200;71700
Полевской;2002;NA;71600;71400;71900
Полевской;2003;NA;71700;71500;72000
Полевской;2004;NA;71700;71500;72000
Полевской;2005;NA;71700;71500;72000
Полевской;2006;NA;71700;71500;71900
Полевской;2007;NA;71700;71500;71900
Полевской;2008;71985;71700;71500;71900
Полевской;2009;71985;71600;71400;71900
Полевской;2010;71550;71600;71400;71800
Полевской;2011;71115;71500;71300;71700
Полевской;2012;71062;71400;71200;71600
Полевской;2013;70881;71300;71100;71400
Полевской;2014;70662;71000;70800;71200
Полевской;2015;70489;70700;70500;70900
Полевской;2016;70295;70400;70200;70500
Полевской;2017;69981;70000;69800;70100
Полевской;2018;69385;69500;69300;69700
Полевской;2019;68823;69000;68800;69200
Полевской;2020;68039;68500;68300;68600
Полевской;2021;NA;67900;67700;68100
Полевской;2022;NA;67300;67100;67500
Полевской;2023;NA;66700;66500;66900
Полевской;2024;NA;66100;65900;66300
Полевской;2025;NA;65500;65300;65600
Полевской;2026;NA;64800;64700;65000
Полевской;2027;NA;64200;64000;64400
Полевской;2028;NA;63600;63400;63800
Полевской;2029;NA;63000;62800;63200
Полевской;2030;NA;62400;62200;62600
Полевской;2031;NA;61800;61600;62000
Полевской;2032;NA;61200;61000;61500
Полевской;2033;NA;60700;60500;60900
Полевской;2034;NA;60100;59900;60300
Полевской;2035;NA;59600;59300;59800
Полевской;2036;NA;59000;58800;59200
Полевской;2037;NA;58500;58200;58700
Полевской;2038;NA;57900;57700;58200
Полевской;2039;NA;57400;57200;57700
Полевской;2040;NA;56900;56600;57100
Полевской;2041;NA;56400;56100;56600
Полевской;2042;NA;55900;55600;56100
Полевской;2043;NA;55400;55100;55600
Полевской;2044;NA;54800;54600;55100
Полевской;2045;NA;54300;54100;54600
Полевской;2046;NA;53800;53600;54100
Полевской;2047;NA;53300;53100;53600
Полевской;2048;NA;52900;52600;53100
Полевской;2049;NA;52400;52100;52700
Полевской;2050;NA;51900;51600;52200
Полевской;2051;NA;51400;51100;51700
Полевской;2052;NA;50900;50600;51200
Полевской;2053;NA;50400;50100;50700
Полевской;2054;NA;49900;49600;50200
Полевской;2055;NA;49400;49100;49700
Полевской;2056;NA;48900;48600;49300
Полевской;2057;NA;48400;48100;48800
Полевской;2058;NA;48000;47600;48300
Полевской;2059;NA;47500;47100;47800
Полевской;2060;NA;47000;46700;47300
Полевской;2061;NA;46500;46200;46800
Полевской;2062;NA;46000;45700;46400
Полевской;2063;NA;45500;45200;45900
Полевской;2064;NA;45100;44700;45400
Полевской;2065;NA;44600;44200;44900
Полевской;2066;NA;44100;43700;44500
Полевской;2067;NA;43600;43300;44000
Полевской;2068;NA;43200;42800;43500
Полевской;2069;NA;42700;42300;43100
Полевской;2070;NA;42200;41900;42600
Полевской;2071;NA;41800;41400;42200
Полевской;2072;NA;41300;40900;41700
Полевской;2073;NA;40900;40500;41300
Полевской;2074;NA;40400;40000;40800
Полевской;2075;NA;40000;39600;40400
Полевской;2076;NA;39600;39200;40000
Полевской;2077;NA;39100;38700;39600
Полевской;2078;NA;38700;38300;39200
Полевской;2079;NA;38300;37900;38700
Полевской;2080;NA;37900;37500;38300
Полевской;2081;NA;37500;37100;38000
Полевской;2082;NA;37100;36700;37600
Полевской;2083;NA;36700;36300;37200
Полевской;2084;NA;36400;35900;36800
Полевской;2085;NA;36000;35500;36400
Полевской;2086;NA;35600;35200;36100
Полевской;2087;NA;35300;34800;35700
Полевской;2088;NA;34900;34500;35400
Полевской;2089;NA;34600;34100;35100
Полевской;2090;NA;34300;33800;34700
Полевской;2091;NA;33900;33500;34400
Полевской;2092;NA;33600;33100;34100
Полевской;2093;NA;33300;32800;33800
Полевской;2094;NA;33000;32500;33500
Полевской;2095;NA;32700;32200;33200
Полевской;2096;NA;32400;31900;32900
Полевской;2097;NA;32200;31700;32700
Полевской;2098;NA;31900;31400;32400
Полевской;2099;NA;31600;31100;32100
Полевской;2100;NA;31400;30900;31900
Полевской;2101;NA;31100;30600;31600
Полевской;2102;NA;30900;30400;31400
Полевской;2103;NA;30600;30100;31200
Полевской;2104;NA;30400;29900;31000
Полевской;2105;NA;30200;29700;30700
Полевской;2106;NA;30000;29400;30500
Полевской;2107;NA;29800;29200;30300
Полевской;2108;NA;29600;29000;30100
Полевской;2109;NA;29400;28800;29900
Полевской;2110;NA;29200;28600;29700
Полевской;2111;NA;29000;28400;29600
Полевской;2112;NA;28800;28300;29400
Полевской;2113;NA;28600;28100;29200
Полевской;2114;NA;28500;27900;29100
Полевской;2115;NA;28300;27700;28900
Полевской;2116;NA;28200;27600;28800
Полевской;2117;NA;28000;27400;28600
Полевской;2118;NA;27900;27300;28500
Полевской;2119;NA;27700;27100;28300
Полевской;2120;NA;27600;27000;28200
Среднеуральск;2000;NA;20800;20200;21400
Среднеуральск;2001;NA;20800;20200;21500
Среднеуральск;2002;NA;20900;20300;21500
Среднеуральск;2003;NA;21000;20400;21600
Среднеуральск;2004;NA;21000;20400;21600
Среднеуральск;2005;NA;21100;20500;21700
Среднеуральск;2006;NA;21100;20500;21700
Среднеуральск;2007;NA;21100;20500;21700
Среднеуральск;2008;20936;21100;20500;21700
Среднеуральск;2009;20936;21100;20500;21700
Среднеуральск;2010;20936;21200;20600;21800
Среднеуральск;2011;20936;21300;20700;21900
Среднеуральск;2012;21251;21400;20900;22000
Среднеуральск;2013;21570;21600;21100;22200
Среднеуральск;2014;22045;21900;21300;22400
Среднеуральск;2015;22735;22200;21600;22700
Среднеуральск;2016;23283;22500;22000;23100
Среднеуральск;2017;23745;22900;22400;23500
Среднеуральск;2018;24156;23300;22800;23900
Среднеуральск;2019;24357;23800;23300;24400
Среднеуральск;2020;24532;24300;23800;24800
Среднеуральск;2021;NA;24800;24300;25300
Среднеуральск;2022;NA;25300;24800;25900
Среднеуральск;2023;NA;25800;25300;26400
Среднеуральск;2024;NA;26300;25800;26900
Среднеуральск;2025;NA;26900;26300;27400
Среднеуральск;2026;NA;27400;26800;28000
Среднеуральск;2027;NA;27900;27300;28500
Среднеуральск;2028;NA;28400;27900;29000
Среднеуральск;2029;NA;28900;28400;29500
Среднеуральск;2030;NA;29400;28800;30000
Среднеуральск;2031;NA;29900;29300;30500
Среднеуральск;2032;NA;30400;29800;31000
Среднеуральск;2033;NA;30900;30300;31500
Среднеуральск;2034;NA;31300;30700;31900
Среднеуральск;2035;NA;31800;31200;32400
Среднеуральск;2036;NA;32200;31700;32900
Среднеуральск;2037;NA;32700;32100;33300
Среднеуральск;2038;NA;33200;32500;33800
Среднеуральск;2039;NA;33600;33000;34200
Среднеуральск;2040;NA;34000;33400;34700
Среднеуральск;2041;NA;34500;33900;35100
Среднеуральск;2042;NA;34900;34300;35600
Среднеуральск;2043;NA;35400;34800;36000
Среднеуральск;2044;NA;35800;35200;36500
Среднеуральск;2045;NA;36300;35600;36900
Среднеуральск;2046;NA;36700;36100;37400
Среднеуральск;2047;NA;37200;36500;37800
Среднеуральск;2048;NA;37600;37000;38300
Среднеуральск;2049;NA;38100;37400;38700
Среднеуральск;2050;NA;38500;37900;39200
Среднеуральск;2051;NA;39000;38300;39700
Среднеуральск;2052;NA;39500;38800;40100
Среднеуральск;2053;NA;39900;39300;40600
Среднеуральск;2054;NA;40400;39700;41100
Среднеуральск;2055;NA;40900;40200;41600
Среднеуральск;2056;NA;41400;40700;42100
Среднеуральск;2057;NA;41900;41200;42600
Среднеуральск;2058;NA;42400;41700;43100
Среднеуральск;2059;NA;42900;42200;43600
Среднеуральск;2060;NA;43400;42700;44100
Среднеуральск;2061;NA;43900;43200;44600
Среднеуральск;2062;NA;44400;43700;45100
Среднеуральск;2063;NA;44900;44200;45600
Среднеуральск;2064;NA;45400;44700;46100
Среднеуральск;2065;NA;45900;45200;46600
Среднеуральск;2066;NA;46400;45700;47100
Среднеуральск;2067;NA;46900;46200;47700
Среднеуральск;2068;NA;47400;46700;48200
Среднеуральск;2069;NA;48000;47200;48700
Среднеуральск;2070;NA;48500;47700;49200
Среднеуральск;2071;NA;49000;48200;49700
Среднеуральск;2072;NA;49500;48700;50200
Среднеуральск;2073;NA;50000;49300;50800
Среднеуральск;2074;NA;50500;49800;51300
Среднеуральск;2075;NA;51000;50300;51800
Среднеуральск;2076;NA;51500;50800;52300
Среднеуральск;2077;NA;52000;51200;52800
Среднеуральск;2078;NA;52500;51700;53300
Среднеуральск;2079;NA;53000;52200;53800
Среднеуральск;2080;NA;53500;52700;54300
Среднеуральск;2081;NA;54000;53200;54800
Среднеуральск;2082;NA;54400;53600;55200
Среднеуральск;2083;NA;54900;54100;55700
Среднеуральск;2084;NA;55400;54600;56200
Среднеуральск;2085;NA;55800;55000;56600
Среднеуральск;2086;NA;56300;55500;57100
Среднеуральск;2087;NA;56700;55900;57500
Среднеуральск;2088;NA;57100;56300;58000
Среднеуральск;2089;NA;57600;56800;58400
Среднеуральск;2090;NA;58000;57200;58800
